isBought,gender,education,house_val,MinAge,MaxAge,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
Yes,Male,Bachelor,487290,46,55,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,1,12
Yes,Male,Graduated,540531,56,65,Yes,B,Single,No,Professional,Low,Owner,South,3,11
Yes,Female,Graduated,2000000,56,65,Yes,B,Married,No,Sales/Service,Low,Owner,Northeast,1,12
Yes,Female,High school,246278,36,45,Yes,E,Married,Yes,Professional,Low,Owner,West,3,4
Yes,Male,Some College,192640,36,45,Yes,C,Single,Yes,Others,Low,Owner,South,2,10
No,Female,Bachelor,403103,66,100,Yes,E,Married,Yes,Professional,Low,Owner,West,2,6
Yes,Female,Bachelor,360953,66,100,Yes,B,Single,Yes,Retired,Low,Owner,South,1,8
No,Female,High school,199068,46,55,Yes,D,Single,Yes,Sales/Service,Low,Owner,Northeast,1,1
No,Female,High school,0,56,65,Yes,J,Married,No,Retired,Low,Owner,South,3,5
Yes,Female,Some College,319759,1,25,Yes,C,Single,Yes,Sales/Service,Low,Owner,Midwest,1,7
No,Male,Graduated,0,26,35,No,G,Single,Yes,Others,Low,Renter,Northeast,9,1
No,Male,Graduated,1426047,56,65,Yes,B,Single,Yes,Professional,High,Owner,West,1,7
Yes,Male,High school,209149,26,35,Yes,A,Single,No,Sales/Service,Low,Owner,Northeast,2,5
Yes,Female,Bachelor,290681,46,55,Yes,E,Married,Yes,Professional,Low,Owner,Northeast,2,6
Yes,Male,Some College,97119,1,25,Yes,G,Single,No,Professional,Low,Renter,Midwest,9,6
No,Male,Bachelor,332384,26,35,Yes,D,Single,No,Professional,Low,Owner,Northeast,2,10
Yes,Male,Some College,344821,36,45,Yes,E,Married,Yes,Blue Collar,High,Owner,Northeast,1,6
Yes,Female,Some College,278647,46,55,Yes,E,Married,Yes,Others,Low,Owner,West,2,4
No,Male,Near high school,499656,56,65,No,B,Married,No,Professional,Low,Owner,Northeast,1,6
Yes,Female,Some College,272064,36,45,Yes,E,Married,Yes,Professional,High,Owner,South,3,4
No,Female,Near high school,197585,66,100,No,H,Single,No,Retired,Low,Owner,West,2,4
No,Female,Near high school,145213,1,25,Yes,G,Single,Yes,Sales/Service,Low,Renter,Midwest,4,3
No,Female,Graduated,315882,26,35,Yes,B,Married,No,Blue Collar,Low,Owner,Northeast,2,6
Yes,Male,High school,274810,26,35,Yes,B,Single,Yes,Professional,Medium,Owner,Midwest,3,5
No,Male,Some College,684411,26,35,Yes,H,Single,No,Sales/Service,Low,Owner,West,2,5
No,Male,Some College,0,1,100,Yes,A,Single,No,Sales/Service,Low,Renter,Northeast,8,4
No,Female,High school,186935,1,100,No,F,Single,Yes,Sales/Service,Low,Renter,South,6,5
No,Male,Bachelor,0,26,35,Yes,G,Married,Yes,Sales/Service,Low,Renter,South,2,5
No,Female,High school,185845,56,65,Yes,E,Married,No,Blue Collar,Low,Owner,Midwest,4,5
Yes,Male,Graduated,420543,46,55,Yes,B,Married,No,Professional,Medium,Owner,Northeast,1,8
No,Female,Some College,278407,46,55,Yes,E,Married,No,Blue Collar,Low,Owner,South,3,6
No,Female,High school,788887,46,55,Yes,C,Single,Yes,Professional,Low,Owner,Northeast,1,8
No,Male,Near high school,0,66,100,No,B,Married,No,Retired,Low,Owner,Midwest,3,6
Yes,Female,Bachelor,374567,26,35,Yes,C,Married,Yes,Professional,Low,Owner,South,4,6
Yes,Male,Graduated,182415,36,45,Yes,F,Single,No,Blue Collar,Low,Owner,West,7,3
Yes,Female,High school,320133,36,45,No,E,Single,No,Professional,Low,Renter,West,3,3
Yes,Male,Some College,737276,56,65,Yes,B,Married,No,Professional,Medium,Owner,West,1,10
No,Male,Some College,290343,56,65,Yes,B,Married,No,Professional,Low,Owner,South,3,7
Yes,Male,Near high school,325038,56,65,Yes,B,Married,No,Professional,High,Owner,South,3,6
Yes,Female,Graduated,602595,36,45,Yes,C,Married,Yes,Professional,High,Owner,Northeast,1,11
No,Male,Graduated,503253,56,65,Yes,B,Married,No,Sales/Service,Low,Owner,Northeast,1,8
Yes,Female,High school,276751,66,100,Yes,D,Married,Yes,Retired,Low,Owner,South,1,7
Yes,Male,Bachelor,149504,46,55,Yes,C,Married,Yes,Blue Collar,Medium,Owner,Northeast,1,5
Yes,Female,Some College,158911,36,45,No,F,Married,No,Sales/Service,Low,Owner,West,7,5
Yes,Male,Bachelor,414200,26,35,Yes,C,Single,Yes,Sales/Service,High,Owner,Northeast,7,10
No,Female,Bachelor,96798,36,45,No,J,Married,Yes,Blue Collar,Low,Owner,Northeast,3,5
Yes,Female,Graduated,136929,46,55,Yes,J,Single,Yes,Professional,Low,Owner,Midwest,5,5
No,Male,Bachelor,625213,26,35,Yes,B,Single,No,Farm,Low,Owner,South,3,6
No,Female,Bachelor,458192,26,35,No,G,Single,No,Professional,Low,Renter,South,7,8
Yes,Male,Near high school,266996,36,45,Yes,E,Married,Yes,Others,Medium,Owner,South,1,7
No,Female,Some College,170040,1,25,Yes,F,Single,Yes,Professional,Low,Owner,Northeast,5,5
No,Male,Some College,135321,1,25,Yes,I,Single,No,Sales/Service,Low,Owner,Midwest,2,5
No,Male,High school,93565,1,100,No,F,Single,No,Blue Collar,Low,Owner,Midwest,9,4
No,Female,Some College,407899,66,100,Yes,E,Single,Yes,Retired,Low,Owner,South,3,3
Yes,Male,Near high school,216572,1,100,Yes,E,Single,Yes,Sales/Service,Low,Renter,Midwest,1,5
Yes,Female,Bachelor,338336,46,55,Yes,E,Married,No,Professional,Low,Owner,West,3,7
No,Female,Some College,288250,1,25,No,E,Single,Yes,Others,Low,Renter,West,4,5
No,Female,High school,120990,56,65,No,J,Single,No,Sales/Service,Low,Owner,West,7,2
Yes,Male,Bachelor,1041495,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,1,12
No,Male,Near high school,0,66,100,Yes,H,Single,No,Retired,Low,Renter,Midwest,5,1
Yes,Male,Graduated,177268,1,100,Yes,C,Married,No,Professional,Low,Renter,South,3,6
No,Male,Bachelor,272064,36,45,Yes,A,Single,No,Professional,Medium,Owner,Midwest,8,5
Yes,Female,Some College,240443,66,100,Yes,D,Single,No,Retired,Low,Owner,South,2,3
No,Male,Bachelor,172307,1,100,Yes,H,Single,No,Others,Low,Owner,South,3,6
No,Female,Graduated,2040774,26,35,No,B,Single,No,Professional,Low,Owner,South,1,10
Yes,Male,Bachelor,439379,36,45,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,1,12
Yes,Male,Bachelor,233379,46,55,Yes,C,Married,Yes,Sales/Service,Low,Owner,Northeast,1,7
Yes,Female,Graduated,825675,36,45,No,B,Single,Yes,Professional,Low,Owner,South,5,10
Yes,Female,Some College,880720,1,100,No,C,Married,Yes,Sales/Service,Low,Owner,Northeast,7,5
No,Male,Graduated,133470,56,65,Yes,F,Single,Yes,Retired,Low,Owner,Northeast,1,6
No,Male,Bachelor,95647,36,45,No,E,Married,Yes,Blue Collar,Low,Owner,Midwest,5,5
Yes,Male,Some College,173250,46,55,Yes,E,Married,Yes,Blue Collar,Low,Owner,South,1,6
Yes,Male,Some College,387604,46,55,Yes,C,Married,No,Professional,High,Owner,South,1,8
Yes,Male,Unknown,825675,1,100,No,B,Married,Yes,Blue Collar,Low,Owner,South,5,10
No,Male,Bachelor,1532420,66,100,Yes,B,Married,No,Retired,High,Owner,Northeast,1,12
No,Male,High school,358784,1,100,No,C,Married,Yes,Professional,Low,Owner,Northeast,1,7
No,Female,Some College,0,36,45,No,I,Single,Yes,Blue Collar,Low,Owner,South,8,1
Yes,Male,Bachelor,464152,36,45,Yes,C,Married,Yes,Professional,High,Owner,Midwest,1,8
Yes,Male,Bachelor,496625,36,45,Yes,C,Married,Yes,Professional,High,Owner,South,1,11
Yes,Male,Graduated,652365,1,100,No,B,Single,No,Professional,High,Owner,South,1,7
No,Male,High school,0,1,100,No,F,Single,No,Blue Collar,Low,Owner,Midwest,5,3
No,Female,High school,0,1,25,Yes,E,Single,Yes,Blue Collar,Low,Owner,West,6,6
No,Female,Some College,571923,56,65,Yes,B,Single,No,Sales/Service,High,Owner,Northeast,1,10
Yes,Male,High school,74370,56,65,Yes,F,Single,No,Sales/Service,Low,Owner,Midwest,3,5
No,Male,Some College,432490,1,25,No,G,Single,Yes,Blue Collar,Low,Renter,Northeast,2,2
No,Male,High school,53760,36,45,No,I,Married,Yes,Blue Collar,Low,Owner,South,8,5
Yes,Male,High school,697600,56,65,No,E,Married,No,Professional,High,Owner,West,3,5
Yes,Female,High school,177397,46,55,Yes,I,Single,No,Professional,Low,Owner,Midwest,4,6
Yes,Female,High school,120074,1,100,No,F,Married,Yes,Sales/Service,Low,Owner,Northeast,7,8
Yes,Female,Some College,194238,56,65,Yes,C,Single,No,Sales/Service,Low,Owner,South,4,5
Yes,Female,High school,167424,56,65,Yes,B,Single,No,Sales/Service,Low,Renter,Northeast,5,4
Yes,Male,Bachelor,1554340,56,65,Yes,C,Married,Yes,Professional,Low,Owner,West,3,8
Yes,Male,Graduated,610400,26,35,Yes,C,Married,Yes,Professional,High,Owner,West,3,8
Yes,Female,Some College,125960,26,35,No,G,Single,No,Sales/Service,Low,Renter,West,3,7
Yes,Male,Graduated,501023,56,65,Yes,B,Married,No,Professional,Low,Owner,South,2,11
No,Male,High school,436000,66,100,No,B,Married,No,Retired,Low,Renter,West,8,11
Yes,Male,Bachelor,455892,66,100,Yes,E,Married,No,Professional,Low,Owner,Midwest,1,8
Yes,Female,Graduated,132762,66,100,Yes,D,Married,No,Professional,Low,Owner,Northeast,2,5
No,Male,High school,0,66,100,Yes,G,Single,No,Retired,Low,Renter,Northeast,5,5
No,Male,Some College,131672,46,55,Yes,E,Married,Yes,Blue Collar,Low,Renter,Midwest,1,5
No,Female,High school,175795,36,45,No,B,Single,No,Sales/Service,Low,Owner,South,2,7
No,Female,High school,89641,66,100,Yes,D,Single,No,Retired,Low,Owner,Northeast,7,11
No,Female,Some College,226611,26,35,Yes,B,Single,No,Sales/Service,Low,Owner,South,3,6
Yes,Male,Bachelor,313756,36,45,Yes,B,Married,Yes,Professional,Medium,Owner,West,7,5
No,Male,Graduated,466171,46,55,Yes,C,Married,Yes,Others,High,Owner,Northeast,1,5
No,Female,High school,259572,46,55,No,E,Married,No,Professional,Low,Owner,South,1,4
No,Female,Some College,0,46,55,No,J,Single,Yes,Sales/Service,Low,Renter,Midwest,9,2
No,Female,High school,0,1,100,No,E,Married,No,Sales/Service,Low,Owner,Northeast,1,10
No,Male,High school,0,1,25,No,G,Single,No,Professional,Low,Renter,South,7,3
No,Female,High school,503356,1,100,No,E,Married,Yes,Professional,Low,Owner,West,6,6
No,Male,Some College,218498,66,100,Yes,D,Married,No,Retired,Low,Owner,South,1,5
No,Female,Bachelor,617457,56,65,Yes,F,Single,Yes,Professional,High,Owner,West,1,5
No,Female,Some College,189649,1,100,No,C,Married,Yes,Sales/Service,Low,Owner,South,4,4
No,Male,Some College,57552,36,45,No,G,Married,Yes,Blue Collar,Low,Owner,Northeast,3,5
Yes,Female,High school,281252,56,65,Yes,B,Married,No,Others,Low,Owner,South,2,7
No,Male,Some College,139432,26,35,Yes,I,Single,No,Blue Collar,Low,Owner,Midwest,2,3
No,Female,Graduated,1507993,1,100,No,B,Married,No,Professional,Low,Owner,West,4,10
Yes,Male,Some College,111092,36,45,No,F,Single,Yes,Professional,Low,Owner,Midwest,8,4
Yes,Female,Bachelor,292076,56,65,No,C,Single,Yes,Sales/Service,Low,Owner,South,5,6
Yes,Male,Bachelor,447597,46,55,Yes,C,Married,Yes,Sales/Service,Low,Owner,Northeast,2,7
No,Female,High school,258885,46,55,Yes,I,Married,No,Sales/Service,Low,Owner,Midwest,2,1
Yes,Male,Some College,0,46,55,Yes,J,Married,Yes,Professional,Low,Owner,West,6,5
Yes,Female,Graduated,743598,36,45,Yes,B,Married,Yes,Professional,High,Owner,Northeast,1,11
No,Male,Near high school,359938,1,100,Yes,F,Single,Yes,Sales/Service,Low,Owner,South,2,3
Yes,Male,High school,237140,46,55,Yes,A,Married,Yes,Blue Collar,Low,Renter,South,2,5
No,Male,High school,239756,46,55,Yes,E,Married,No,Blue Collar,Low,Owner,Midwest,2,8
Yes,Female,Some College,321092,46,55,Yes,D,Married,No,Professional,Medium,Owner,South,1,5
Yes,Male,High school,475785,46,55,Yes,B,Married,No,Blue Collar,High,Owner,West,1,5
No,Male,Unknown,0,26,35,Yes,G,Single,Yes,Professional,Low,Renter,Northeast,9,2
No,Male,High school,18966,36,45,Yes,I,Married,Yes,Blue Collar,Low,Owner,Northeast,6,6
No,Female,High school,255441,26,35,Yes,C,Married,Yes,Professional,Medium,Owner,Northeast,3,6
Yes,Male,Graduated,460971,66,100,No,B,Married,No,Retired,Low,Owner,Midwest,1,6
Yes,Male,Bachelor,198408,1,100,Yes,E,Single,Yes,Blue Collar,Low,Renter,South,2,2
Yes,Male,Some College,180940,1,25,No,F,Single,No,Sales/Service,Medium,Owner,South,1,5
Yes,Male,Some College,244923,46,55,Yes,B,Married,No,Professional,Medium,Owner,Northeast,1,6
Yes,Male,Graduated,517314,66,100,Yes,C,Single,Yes,Retired,High,Owner,West,3,6
Yes,Male,High school,271753,1,100,No,F,Married,No,Sales/Service,Low,Renter,South,6,11
Yes,Female,High school,577700,1,100,No,B,Married,Yes,Blue Collar,High,Owner,South,8,8
No,Male,Bachelor,117022,36,45,No,E,Married,Yes,Sales/Service,Low,Renter,South,2,1
Yes,Male,Some College,0,36,45,Yes,I,Single,Yes,Blue Collar,Low,Renter,South,3,5
No,Male,Some College,183820,26,35,No,F,Single,No,Others,Low,Renter,South,2,6
Yes,Male,Bachelor,370382,1,100,Yes,C,Married,No,Others,High,Owner,West,1,6
Yes,Male,Unknown,131781,1,100,Yes,H,Single,No,Others,Low,Owner,South,2,5
No,Female,High school,0,26,35,No,G,Single,Yes,Sales/Service,Low,Renter,Northeast,7,3
No,Female,High school,163663,66,100,Yes,E,Married,Yes,Professional,Low,Owner,South,4,4
No,Male,Some College,137776,46,55,Yes,F,Single,No,Professional,Low,Owner,Midwest,4,5
No,Female,High school,470160,1,100,No,G,Single,No,Blue Collar,Low,Renter,South,3,4
Yes,Female,Some College,148740,36,45,Yes,C,Single,Yes,Professional,Low,Owner,Midwest,2,5
No,Female,Bachelor,381282,26,35,Yes,C,Single,Yes,Professional,Low,Owner,Midwest,1,5
Yes,Male,High school,451585,1,100,Yes,C,Married,Yes,Professional,High,Owner,South,1,2
No,Female,Some College,161036,1,25,No,E,Single,Yes,Sales/Service,Low,Owner,Midwest,8,7
No,Male,Some College,660867,36,45,Yes,C,Married,Yes,Blue Collar,Low,Owner,Northeast,1,9
Yes,Male,Some College,129247,1,100,Yes,C,Married,Yes,Sales/Service,Low,Owner,South,5,5
Yes,Female,Some College,565383,56,65,Yes,B,Single,No,Sales/Service,High,Owner,West,1,11
No,Male,Some College,752100,1,100,Yes,E,Married,No,Professional,High,Owner,West,6,4
No,Male,High school,0,1,100,Yes,G,Single,No,Blue Collar,Low,Renter,Northeast,9,1
No,Female,Some College,636411,1,100,No,B,Single,No,Sales/Service,High,Owner,Northeast,1,7
Yes,Male,Near high school,352266,26,35,Yes,C,Married,Yes,Blue Collar,High,Owner,South,1,6
No,Female,Some College,197769,56,65,Yes,B,Single,No,Professional,Low,Owner,South,2,6
No,Male,Bachelor,0,66,100,No,H,Married,No,Retired,Low,Renter,South,9,2
Yes,Male,Graduated,421372,46,55,Yes,B,Married,No,Professional,Low,Owner,Northeast,1,10
No,Female,Bachelor,43491,46,55,Yes,J,Married,No,Others,Low,Owner,West,6,4
No,Male,High school,0,56,65,No,E,Single,No,Sales/Service,Low,Renter,South,4,7
No,Male,Bachelor,0,26,35,Yes,G,Single,No,Professional,Low,Renter,South,6,5
No,Female,Some College,79352,1,100,No,D,Single,No,Farm,Low,Owner,South,3,3
No,Female,Bachelor,309746,26,35,Yes,E,Single,Yes,Professional,Low,Renter,West,1,7
No,Female,Some College,247450,1,100,Yes,F,Single,Yes,Blue Collar,Low,Renter,South,2,5
No,Male,Bachelor,277950,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,2,7
No,Female,Near high school,267680,66,100,Yes,G,Single,Yes,Retired,Low,Renter,West,3,4
Yes,Female,Graduated,1399342,56,65,Yes,B,Single,No,Professional,High,Owner,South,1,7
No,Male,Graduated,175239,26,35,No,I,Married,No,Professional,Low,Owner,South,2,6
No,Female,Near high school,0,56,65,Yes,B,Single,No,Professional,Low,Owner,Midwest,2,4
Yes,Male,Bachelor,137744,1,100,Yes,B,Married,Yes,Professional,Low,Renter,South,2,6
Yes,Male,Some College,261436,36,45,Yes,C,Single,Yes,Professional,Low,Owner,Midwest,3,6
No,Male,Some College,181027,46,55,No,F,Married,Yes,Retired,Low,Owner,Northeast,1,6
Yes,Male,Bachelor,648550,36,45,No,B,Single,No,Professional,High,Owner,Midwest,1,12
Yes,Male,Bachelor,487862,26,35,Yes,E,Single,No,Professional,Low,Renter,West,2,5
Yes,Male,Bachelor,635099,36,45,Yes,B,Married,Yes,Professional,Low,Owner,Midwest,1,4
No,Female,High school,113360,56,65,No,I,Single,No,Blue Collar,Low,Owner,Midwest,5,2
No,Male,Near high school,297032,36,45,No,B,Single,Yes,Sales/Service,High,Owner,South,1,6
No,Female,Some College,203263,26,35,Yes,B,Single,No,Blue Collar,Low,Owner,Northeast,2,7
Yes,Female,High school,240345,66,100,Yes,C,Single,Yes,Retired,High,Owner,Midwest,1,7
Yes,Male,Some College,328160,56,65,Yes,B,Married,No,Professional,Low,Owner,Northeast,3,5
No,Female,Some College,797204,46,55,Yes,C,Married,Yes,Sales/Service,Medium,Owner,Northeast,1,12
No,Female,Some College,112488,1,25,No,B,Single,No,Farm,Low,Owner,Midwest,8,5
No,Female,Bachelor,468329,46,55,Yes,C,Single,Yes,Professional,High,Owner,Midwest,1,7
Yes,Male,Graduated,297411,56,65,Yes,B,Married,No,Sales/Service,Medium,Owner,West,2,7
Yes,Male,Bachelor,1025864,26,35,Yes,B,Single,Yes,Professional,High,Owner,Northeast,1,4
No,Female,High school,285270,56,65,Yes,B,Single,No,Professional,Low,Owner,Midwest,1,12
Yes,Male,Bachelor,256825,36,45,Yes,C,Married,Yes,Others,Low,Owner,Midwest,3,6
Yes,Female,Graduated,164388,56,65,Yes,C,Married,Yes,Sales/Service,Low,Owner,Northeast,1,10
No,Female,Near high school,0,1,100,Yes,E,Single,No,Sales/Service,Low,Renter,Northeast,2,4
Yes,Male,Some College,54543,66,100,Yes,F,Married,No,Retired,Low,Owner,Northeast,6,4
Yes,Male,Bachelor,193790,56,65,Yes,E,Married,No,Others,Low,Owner,West,2,6
Yes,Female,Bachelor,215384,26,35,No,H,Single,No,Blue Collar,Low,Owner,West,5,5
No,Male,Some College,103005,1,25,Yes,I,Single,Yes,Blue Collar,Low,Owner,South,8,5
Yes,Female,High school,168854,66,100,Yes,E,Single,Yes,Blue Collar,Low,Owner,Northeast,3,5
No,Female,Bachelor,0,56,65,Yes,A,Married,No,Retired,Low,Renter,West,3,3
Yes,Male,Some College,246067,36,45,Yes,C,Married,Yes,Others,Low,Renter,South,2,7
No,Male,Bachelor,454072,66,100,Yes,C,Single,Yes,Professional,High,Owner,South,1,8
No,Female,High school,318280,46,55,Yes,D,Single,No,Sales/Service,Low,Owner,Northeast,2,3
Yes,Male,Bachelor,815538,36,45,No,C,Married,Yes,Professional,High,Owner,Midwest,1,12
No,Female,Some College,146757,1,100,No,E,Married,No,Blue Collar,Low,Renter,South,5,3
No,Female,Some College,301232,1,100,No,E,Married,No,Sales/Service,Low,Owner,Northeast,6,5
No,Female,Graduated,703050,56,65,Yes,B,Married,No,Blue Collar,High,Owner,Northeast,1,6
Yes,Male,Some College,0,1,100,Yes,F,Married,No,Sales/Service,Low,Renter,Midwest,9,5
Yes,Male,Some College,196091,1,100,No,E,Married,Yes,Sales/Service,Medium,Owner,Midwest,8,6
Yes,Male,Some College,187040,66,100,Yes,I,Single,No,Retired,Low,Owner,Northeast,1,2
Yes,Male,Some College,173157,36,45,Yes,C,Married,Yes,Professional,Medium,Owner,South,3,9
Yes,Female,Some College,646860,46,55,Yes,C,Married,Yes,Sales/Service,Low,Owner,Northeast,1,12
Yes,Female,Bachelor,976749,56,65,Yes,B,Married,Yes,Sales/Service,Low,Owner,West,1,8
No,Male,Near high school,0,1,100,No,E,Single,Yes,Blue Collar,Low,Renter,West,9,3
No,Female,Some College,273764,56,65,No,E,Single,No,Sales/Service,Low,Owner,South,3,5
No,Male,Near high school,239800,56,65,No,B,Married,No,Professional,Medium,Owner,Northeast,3,9
No,Female,Bachelor,0,46,55,Yes,B,Single,No,Professional,Low,Renter,Northeast,4,8
Yes,Male,Bachelor,1106077,46,55,Yes,B,Married,Yes,Professional,Low,Owner,West,1,12
Yes,Male,Near high school,484189,46,55,No,C,Married,Yes,Professional,Low,Owner,West,2,6
No,Male,Bachelor,174400,36,45,Yes,C,Married,Yes,Blue Collar,Low,Owner,Midwest,2,6
No,Female,High school,58860,46,55,No,F,Single,No,Sales/Service,Low,Owner,South,3,2
No,Male,High school,88486,46,55,No,G,Single,No,Blue Collar,Low,Renter,West,8,1
No,Male,High school,94012,66,100,No,D,Married,No,Retired,Low,Owner,Northeast,4,1
Yes,Male,Graduated,1025472,46,55,Yes,C,Married,Yes,Professional,Medium,Owner,South,1,12
Yes,Male,Graduated,359089,56,65,Yes,B,Married,No,Professional,Low,Owner,South,2,10
Yes,Male,Bachelor,164317,46,55,Yes,B,Married,No,Professional,Low,Owner,Midwest,3,6
No,Female,Some College,197213,66,100,Yes,D,Married,No,Retired,Low,Owner,Midwest,6,6
No,Male,Graduated,816410,46,55,Yes,B,Married,No,Professional,High,Owner,Northeast,1,12
No,Male,Graduated,1491120,1,100,Yes,B,Married,Yes,Professional,High,Owner,West,1,11
No,Female,Near high school,96356,1,100,No,F,Single,No,Sales/Service,Low,Owner,South,9,4
Yes,Male,Some College,512082,1,100,Yes,E,Single,No,Sales/Service,High,Owner,West,2,7
No,Female,Some College,123279,36,45,No,F,Married,Yes,Others,Low,Renter,Midwest,8,5
Yes,Male,Bachelor,864124,1,100,Yes,B,Single,Yes,Others,High,Owner,West,3,10
Yes,Male,High school,81636,46,55,Yes,F,Single,No,Blue Collar,Low,Owner,Midwest,8,3
Yes,Male,Unknown,0,1,100,Yes,U,Single,No,Others,Low,Renter,Northeast,0,21
Yes,Male,Some College,119769,36,45,No,G,Single,No,Sales/Service,Medium,Owner,Northeast,3,3
No,Male,High school,218000,26,35,Yes,E,Single,No,Professional,Low,Owner,Northeast,6,5
No,Male,Some College,89826,36,45,Yes,J,Single,No,Professional,Low,Owner,South,5,5
No,Female,Bachelor,0,56,65,No,G,Single,No,Retired,Low,Renter,South,3,4
Yes,Female,Some College,245250,36,45,No,C,Married,Yes,Sales/Service,Medium,Owner,South,1,6
No,Male,High school,104509,46,55,Yes,J,Married,Yes,Blue Collar,Low,Owner,South,7,6
No,Female,Near high school,116542,66,100,No,I,Single,No,Retired,Low,Owner,South,4,4
Yes,Male,Graduated,0,1,100,Yes,G,Single,No,Sales/Service,Low,Renter,Northeast,8,5
Yes,Female,Bachelor,507177,56,65,Yes,B,Married,Yes,Sales/Service,Low,Owner,South,2,10
Yes,Female,Some College,506850,56,65,Yes,E,Single,No,Sales/Service,High,Owner,West,2,5
Yes,Male,Graduated,413764,56,65,Yes,B,Married,No,Professional,High,Owner,South,1,8
Yes,Female,Some College,353726,56,65,Yes,I,Married,No,Retired,Low,Owner,South,2,5
